시도,구군,행정구역명,시설명,소재지,시설용량,물리적 용량,생물학적 용량,고도 용량,유입하수량,물리적 유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,물리적 방류량,생물학적 방류량,고도 방류량,유입_생화학적 산소요구량(BOD),방류_생화학적 산소요구량(BOD),유입_총유기탄소(TOC),방류_총유기탄소(TOC),유입_부유물질량(SS),방류_부유물질량(SS),유입_총질소(T-N),방류_총질소(T-N),유입_총인(T-P),방류_총인(T-P),유입총대장균군수,방류총대장균군수,처리효율,처리부하량,처리방법,적용신기술,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,준공일,가동개시일,사업비(백만원),방류수소독방법,수계,지류,세부단위구역,지역구분,명칭,목표수질_생화학적 산소요구량(BOD),에너지자립율,에너지자체생산량,연간 총 에너지 사용량_계_(TOE),연간 총 에너지 사용량_총 전력사용량(kWh),연간 총 에너지 사용량_자체 에너지사용량(TOE),하수처리량당 이산화탄소(CO2)배출량,운영주체,위탁 업체명,위탁비용,위탁계약기간(시작),위탁계약기간(종료),직원총수(명),안전사고건수
서울특별시,,서울특별시,난지,경기도 고양시 덕양구 현천동 692-2 ,860000,0,0,860000,608797.7,0,0,608797.7,622241.3,0,0,622241.3,117.5,2.4,72.6,4.6,77.3,3.4,29.764,12.219,2.851,0.146,185445,341,98,70103.1,"중력침전법,표준활성슬러지법,MLE,A2O",,3317.8,0,628.4,156.4,1987-06-30,1987-06-30,219247,염소 ,한강,한강,한강본류,500톤 이상(Ⅲ지역),한강서울,Ⅱ,34.4,9554.9,27741.6,79417785,9554.9,0.16,자체,,0,,,0,0
서울특별시,성동구,성동구,중랑물재생센터,서울특별시 성동구 용답동 247-6 ,1590000,0,100000,1490000,1282331.8,0,112423.4,1169908.4,1154369.3,0,112423.4,1041945.9,147.1,6.9,65.7,5.5,106.1,5.1,35.051,15.038,4.348,0.321,113173,604,95.3,179765.4,"표준활성슬러지법,A2O,MLE,SBAF",,4636.1,0,3.5,230,1976-09-21,1976-09-21,334485,염소 자외선 오존 ,한강,중랑천,한강본류,500톤 이상(Ⅲ지역),한강서울,Ⅱ,23.1,12668.1,54907.8,184452848,12668.1,0.201,자체,,0,,,0,0
서울특별시,강서구,강서구,서남,서울특별시 강서구 마곡동 74 ,1630000,0,120000,1510000,1481834.8,0,120000,1361834.8,1481834.8,0,120000,1361834.8,120.9,4.9,83.5,4.5,111.1,2.8,30.137,12.503,3.637,0.234,236284,236,95.9,171808.5,"기타,표준활성슬러지법,MLE,4 stage-BNR",,4046.8,0,12.6,229.2,1987-06-30,1987-03-01,1683134,염소 ,한강,한강,한강본류,500톤 이상(Ⅲ지역),한강서울,Ⅱ,40,31711.7,79267.3,207666471,31711.7,0.176,공기업,서울물재생시설공단,143541.2,2024-01-01,2028-12-31,173,0
서울특별시,강남구,강남구,탄천,서울특별시 강남구 일원동 580 ,900000,0,0,900000,741285.5,0,0,741285.5,741285.5,0,0,741285.5,101.5,4.5,78,6.4,129.5,4.6,35.152,9.883,3.611,0.174,139098,342,95.6,71929.9,"표준활성슬러지법,MLE,가압부상",,55.9,0,5.6,0,1987-12-09,1987-12-09,458247,염소 ,한강,탄천,한강본류,500톤 이상(Ⅲ지역),한강서울,Ⅱ,34.7,11161.9,32197.5,91858510,11161.9,0.156,공기업,서울물재생시설공단,71806.3,2024-01-01,2028-12-31,107,0
부산광역시,서구,서구,중앙,부산광역시 서구 암남동 704-1 ,120000,0,0,120000,55699.4,0,0,55699.4,54333.4,0,0,54333.4,102.7,3.9,44.9,4.7,110.2,2.8,28.344,7.16,3.29,0.594,130923,670,96.2,5503,BIOFOR,,0,0,0,1164,2005-12-31,2006-01-01,160300,자외선 ,낙동강,낙동강,남해동부,500톤 이상(Ⅳ지역),낙동강남해,Ⅳ,2.6,48,1857.2,7900233,48,0.183,공기업,부산환경공단,5751.7,2022-01-01,2026-12-31,22,0
부산광역시,영도구,영도구,영도,부산광역시 영도구 동삼동 175-2 ,95000,0,0,95000,38573.7,0,0,38573.7,33572.4,0,0,33572.4,140.5,2.4,50.9,4.7,169.8,1.5,31.545,7.266,4.104,0.656,224240,512,98.3,5327.5,KSBNR,"건설교통부 신기술 지정 제210호, 환경부신기술 검증 제59호/지정 제78호",0,0,0,0,2005-12-31,2006-01-01,79572,자외선 ,낙동강,낙동강,동부경남,500톤 이상(Ⅳ지역),수영강,Ⅰb,0,0,980.5,4281723,0,0.16,공기업,부산환경공단,5333,2021-01-01,2026-12-31,24,0
부산광역시,동래구,동래구,수영,부산광역시 동래구 온천천남로 185   부산광역시 동래구 안락동 1108,452000,0,122000,330000,360315.4,0,91477,268838.4,347911.1,0,88328.1,259583,185.2,7.5,78.5,5.4,193.2,2.7,38.875,7.771,4.089,0.486,552137,348,96,64061.2,"표준활성슬러지법,MLE,MBR",,0,0,0,70.3,1988-04-30,1988-04-30,465100,염소 자외선 ,낙동강,수영강,동부경남,500톤 이상(Ⅳ지역),낙동밀양,Ⅱ,27.9,4059.3,14543.6,45782905,4059.3,0.165,공기업,부산환경공단,22086.7,2022-01-01,2026-12-31,56,0
부산광역시,남구,남구,남부,부산광역시 남구 용호동 12 ,340000,0,0,340000,333515,0,0,333515,312135.9,0,0,312135.9,145.3,4.6,76.1,5.6,157.8,2.5,36.861,7.897,3.962,0.509,244156,202,96.8,46909,"표준활성슬러지법,MBR,MLE",,0,0,0,0,1996-06-05,1996-06-05,291700,염소 ,낙동강,낙동강,동부경남,500톤 이상(Ⅳ지역),수영강,Ⅰb,17.9,1803.7,10063.9,36070551,1803.7,0.145,공기업,부산환경공단,20736,2022-01-01,2026-12-31,0,0
부산광역시,해운대구,해운대구,동부,부산광역시 해운대구 재송동 1191 ,135000,0,0,135000,77569,0,0,77569,74976.9,0,0,74976.9,149,4.1,66,3.9,138.4,3,30.981,8.319,3.344,0.094,263995,275,97.2,11234.2,BIOFOR,,0,0,0,0,2006-10-26,2006-10-27,126402,자외선 ,낙동강,수영강,동부경남,500톤 이상(Ⅳ지역),수영강,Ⅰb,1,28.4,2753.3,11899243,28.4,0.199,공기업,부산환경공단,8657,2022-01-01,2026-12-31,29,0
부산광역시,해운대구,해운대구,해운대,부산광역시 해운대구 좌동 1425 ,65000,0,65000,0,41741.2,0,41741.2,0,39446.8,0,39446.8,0,217.2,1.1,118.9,4.8,289.3,1.2,60.503,6.271,7.208,0.164,288265,76,99.5,9020.9,표준활성슬러지법,,0,0,0,0,1996-09-01,1996-09-01,13945,자외선 ,낙동강,춘천,동부경남,500톤 이상(Ⅳ지역),수영강,Ⅰb,2.1,28.4,1344.2,5745831,28.4,0.183,공기업,부산환경공단,3631,2022-01-01,2026-12-31,18,0
부산광역시,사하구,사하구,강변(장림),부산광역시 사하구 신평동 659-2 ,450000,0,0,450000,426887.2,0,0,426887.2,384847.6,0,0,384847.6,191.2,2.9,110.4,7.2,285.5,1.6,31.375,7.407,3.885,0.504,275784,389,98.5,80396.5,"표준활성슬러지법,A2O",,2257.2,0,981.3,12427.9,1990-11-30,1990-12-01,828000,염소 ,낙동강,낙동강,남해동부,500톤 이상(Ⅳ지역),낙동강남해,Ⅳ,33.8,3668.3,10851.9,31369364,3668.3,0.102,공기업,부산환경공단,22578,2022-01-01,2026-12-31,54,0
부산광역시,강서구,강서구,녹산,부산광역시 강서구 송정동 1773 ,160000,0,0,160000,84348.2,0,0,84348.2,78694.5,0,0,78694.5,162.5,2.2,86,7.4,125.2,1.7,33.146,7.587,3.285,0.672,355992,210,98.6,13514.7,MLE,,0,0,195.3,46287.1,2001-08-18,2001-08-18,90261,자외선 ,낙동강,,남해동부,500톤 이상(Ⅳ지역),낙동강남해,Ⅳ,35.7,1280.3,3588.9,10081405,1280.3,0.161,공기업,부산환경공단,9302.4,2021-01-01,2026-12-31,32,0
부산광역시,강서구,강서구,서부,부산광역시 강서구 강동동 1539 ,15000,0,0,15000,8363.1,0,0,8363.1,7759.7,0,0,7759.7,191,1.2,90.3,4.9,205.1,1.1,36.761,3.505,3.871,0.051,392817,86,99.4,1587.8,SBR,,0,0,0,0,2003-04-30,2003-04-30,46750,자외선 ,낙동강,평강천,동부경남,500톤 이상(Ⅱ지역),낙동강하구언,Ⅰb,16.6,67.7,408.5,1488211,67.7,0.241,공기업,부산환경공단,1402,2022-01-01,2026-12-31,19,0
부산광역시,강서구,강서구,범방,부산광역시 강서구 가락대로900번가길 32-1 (범방동) ,140,0,140,0,16.3,0,16.3,0,16.3,0,16.3,0,199.8,5.4,96.8,6.9,93.5,3.8,56.171,13.401,6.689,1.437,79990,396,97.3,3.2,기타,,0,0,0,0,2005-11-01,2009-12-01,0,,낙동강,,남해동부,500톤 미만 50톤 이상,낙동강남해,Ⅳ,0,0,7.5,32816,0,2.563,민간(대행),(주)영동엔지니어링,64.5,2024-01-01,2024-12-31,2,0
부산광역시,강서구,강서구,동선,부산광역시 강서구 동선1길 67 (동선동) ,35,0,0,35,41.4,0,0,41.4,41.4,0,0,41.4,135.9,7.1,61.6,5.8,90.8,5.6,39.786,20.07,4.72,1.491,137033,556,94.8,5.3,KM-SBR,,0,0,0,0,2011-03-01,2013-12-01,0,자외선 ,낙동강,,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,4.2,18509,0,0.668,민간(대행),(주)영동엔지니어링,25.8,2024-01-01,2024-12-31,2,0
부산광역시,강서구,강서구,봉림,부산광역시 강서구 봉림길94번가길 9 (봉림동) ,30,0,0,30,16,0,0,16,16,0,0,16,219.2,6.8,113,8,224.2,6.6,63.509,14.119,9.775,2.228,92425,673,96.9,3.4,SMMIAR,,0,0,0,0,2008-06-01,2012-11-01,0,자외선 ,낙동강,,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,4,17513,0,1.375,민간(대행),(주)영동엔지니어링,25.8,2024-01-01,2024-12-31,2,0
부산광역시,강서구,강서구,두문,부산광역시 강서구 천성로39번길 6-2 (천성동) ,25,0,0,25,37.9,0,0,37.9,37.9,0,0,37.9,109.1,7.6,46.4,9.3,72.6,6.6,36.73,18.778,5.444,2.52,67500,412,93,3.8,KM-SBR,,0,0,0,0,2012-04-01,2014-04-01,0,자외선 ,낙동강,,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,4.7,20734,0,0.728,민간(대행),(주)영동엔지니어링,25.8,2024-01-01,2024-12-31,2,0
부산광역시,강서구,강서구,세산,부산광역시 강서구 생곡로 230-38 (생곡동) ,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,기타,,0,0,0,0,2010-02-01,2010-02-01,0,,낙동강,,남해동부,50톤 미만,낙동강남해,Ⅳ,0,0,0.3,1301,0,0,민간(대행),,0,,,0,0
부산광역시,기장군,기장군,정관,부산광역시 기장군 정관읍 예림리 1098-1 ,40000,0,0,40000,25487.8,0,0,25487.8,22329.9,0,0,22329.9,247.5,3.8,105.2,8.2,240.9,2.9,52.967,8.113,5.63,0.171,455000,238,98.5,6213.6,DNR,,0,0,0,0,2008-03-31,2008-05-01,43781,자외선 ,낙동강,좌광천,동부경남,500톤 이상(Ⅳ지역),수영강,Ⅰb,6,68,1125.9,4619694,68,0.26,공기업,부산환경공단,1372,2022-01-01,2026-12-31,22,0
부산광역시,기장군,기장군,기장,부산광역시 기장군 기장대로 564   부산광역시 기장군 기장읍 신천리 252,27000,0,0,27000,24895.9,0,0,24895.9,23762.8,0,0,23762.8,162.6,2.5,67.9,4.5,161.7,2.3,31.335,6.473,3.768,0.361,659896,322,98.5,3987.4,P/L-Ⅱ,Side-Stream을 이용한 하수고도처리공법(PL-2공법),0,0,0,0,2006-12-26,2007-02-01,58315,자외선 ,낙동강,죽성천,동부경남,500톤 이상(Ⅳ지역),수영강,Ⅰb,3.7,34.1,925.6,3892879,34.1,0.206,공기업,부산환경공단,3668.9,2022-01-01,2026-12-31,22,0
부산광역시,기장군,기장군,일광,부산광역시 기장군 일광읍 삼성리 860 ,9000,0,0,9000,6732.7,0,0,6732.7,6115.4,0,0,6115.4,245.6,4.1,111.3,6.9,245.6,3.1,73.929,6.007,6.885,0.239,606107,216,98.3,1625.4,DeNiPho,,0,0,0,0,2020-10-31,2021-02-01,35650,자외선 ,낙동강,일광천,동부경남,500톤 이상(Ⅳ지역),수영강,Ⅰb,4.7,32.2,688.3,2864933,32.2,0.588,공기업,부산환경공단,2354.7,2022-01-01,2026-12-31,10,0
부산광역시,기장군,기장군,동부산,부산광역시 기장군 장안읍 좌동리 산64-4번지 ,5000,0,0,5000,1539.1,0,0,1539.1,1383.9,0,0,1383.9,214.9,1.3,105.2,4.8,192.2,2.2,39.436,9.65,4.487,0.193,514804,112,99.4,328.8,DeNiPho,,0,0,0,0,2024-07-03,2024-10-02,35498,자외선 ,낙동강,덕선천,동부경남,500톤 이상(Ⅳ지역),수영강,Ⅰb,1.5,1.5,98.7,424549,1.5,1.532,공기업,부산환경공단,15.6,2024-07-03,2026-12-31,10,0
부산광역시,기장군,기장군,문오성,부산광역시 기장군 칠암3길 47   부산광역시 기장군 일광면 신평리 112,1100,0,0,1100,841.6,0,0,841.6,807.7,0,0,807.7,181.9,1.7,72.4,5.2,213,1.9,36.098,7.986,5.421,0.319,499645,247,99.1,151.7,ASA,무내부순환단계유입 2단 질소인제거기술,0,0,0,0,2012-01-31,2012-05-01,19800,자외선 ,낙동강,낙동강,동부경남,500톤 이상(Ⅳ지역),수영강,Ⅰb,0,0,85.9,374958,0,0.583,공기업,부산환경공단,434.5,2022-01-01,2026-12-31,8,0
부산광역시,기장군,기장군,상장안,부산광역시 기장군 장안읍 장안리 397 ,460,0,460,0,217.9,0,217.9,0,217.9,0,217.9,0,119.9,4.4,76.9,7.3,114.2,4,33.204,6.318,12.714,1.261,2263,126,96.3,25.2,접촉산화법,,0,0,0,0,2005-06-01,2006-12-18,0,염소 ,낙동강,장안천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,26.8,116928,0,0.674,민간(대행),(주)한가람,196,2014-08-29,2025-12-31,5,0
부산광역시,기장군,기장군,하근,부산광역시 기장군 장안읍 기용리 1067-44번지 일원 ,210,0,0,210,108.2,0,0,108.2,108.2,0,0,108.2,144.9,5.9,94.3,8.9,138.8,6.7,39.711,13.472,12.741,1.125,7554,393,95.9,15,"SEIL-BIO-SYSTEM,ASA",,0,0,0,0,2005-03-04,2005-03-04,621,,낙동강,장안천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,11.9,51828,0,0.601,민간(대행),(주)영동엔지니어링,93,2018-08-29,2025-12-31,5,0
부산광역시,기장군,기장군,기룡,부산광역시 기장군 장안읍 기룡리 1067-7번지 ,160,0,0,160,70.2,0,0,70.2,70.2,0,0,70.2,144.9,5.8,92.8,8.8,134.6,6.4,39.586,13.545,12.584,1.118,7546,381,96,9.8,CNR,,0,0,0,0,2006-12-18,2006-12-18,1335,,낙동강,장안천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,15.3,66612,0,1.191,민간(대행),(주)영동엔지니어링,70,2015-08-29,2025-12-31,0,0
부산광역시,기장군,기장군,산수곡,부산광역시 기장군 일광면 용천리 91-9 ,100,0,0,100,77.8,0,0,77.8,77.8,0,0,77.8,117.1,3.8,72,10.4,112.1,3.4,32.506,5.826,11.677,1.15,2144,120,96.8,8.8,ASA,,0,0,0,0,2009-09-01,2009-09-01,0,자외선 ,낙동강,일광천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,8.5,37093,0,0.599,민간(대행),(주)한가람,42,2014-08-29,2025-08-28,0,0
부산광역시,기장군,기장군,도야,부산광역시 기장군 장안읍 명례리 산61-8 ,90,0,0,90,65.6,0,0,65.6,65.6,0,0,65.6,141.1,5.9,92.3,8.6,136.4,6.1,39.257,13.509,12.682,1.113,7463,374,95.8,8.9,VFT,,0,0,0,0,2009-09-01,2009-09-01,1662,,낙동강,장안천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,18.9,82592,0,1.581,민간(대행),(주)영동엔지니어링,39,2018-08-29,2025-12-31,0,0
부산광역시,기장군,기장군,광산,부산광역시 기장군 일광면 원리 351-1번지 ,70,0,0,70,45.9,0,0,45.9,45.9,0,0,45.9,142.4,5.7,94.1,8.9,138.8,6.5,39.817,13.741,12.783,1.137,7648,398,96,6.3,CNR,,0,0,0,0,2006-12-18,2006-12-18,1456,,낙동강,좌광천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,7.7,33731,0,0.923,민간(대행),(주)영동엔지니어링,31,2018-08-29,2025-12-31,0,0
부산광역시,기장군,기장군,동서,부산광역시 기장군 만화리 287-1 ,70,0,0,70,46.8,0,0,46.8,46.8,0,0,46.8,144.1,5.8,93.5,8.8,136,6.4,39.349,13.365,12.805,1.12,7387,383,96,6.5,SMMIAR,,0,0,0,0,2009-09-01,2009-09-01,1456,,낙동강,좌광천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,8.1,35438,0,0.951,민간(대행),(주)영동엔지니어링,31,2018-08-29,2025-12-31,0,0
부산광역시,기장군,기장군,화전,부산광역시 기장군 일광면 화전리168-4 ,70,0,0,70,46.4,0,0,46.4,46.4,0,0,46.4,124.4,5.1,78.7,14.1,119.6,4.6,34.476,6.875,14.117,1.368,2327,130,95.9,5.5,SMMIAR,,0,0,0,0,2009-09-01,2009-09-01,0,염소 ,낙동강,일광천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,6.3,27478,0,0.744,민간(대행),(주)한가람,29,2014-08-29,2025-12-31,0,0
부산광역시,기장군,기장군,하리,부산광역시 기장군 일광면 원리 308-1번지 일원 ,60,0,0,60,19,0,0,19,19,0,0,19,138.1,5.6,92.2,8.6,131.8,5.7,38.716,13.022,12.287,1.041,7127,368,95.9,2.5,오폐수 고도처리,,0,0,0,0,2005-03-04,2005-03-04,340,,낙동강,좌광천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,2.1,9241,0,0.609,민간(대행),(주)영동엔지니어링,26,2018-08-29,2025-12-31,0,0
부산광역시,기장군,기장군,당곡,부산광역시 기장군 일광면 화전리585-1 ,50,0,0,50,23.8,0,0,23.8,23.8,0,0,23.8,122,4.7,71,11.9,117.1,4.3,33.821,6.919,13.414,1.318,2310,129,96.1,2.8,NPR,,0,0,0,0,2006-12-18,2006-12-18,0,염소 ,낙동강,일광천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,5.9,25587,0,1.35,민간(대행),(주)한가람,21,2018-08-28,2025-12-31,0,0
부산광역시,기장군,기장군,대룡,부산광역시 기장군 장안읍 오리  220-2 ,50,0,0,50,9.2,0,0,9.2,9.2,0,0,9.2,128.4,5.7,105.5,19.3,124.2,5.2,35.423,7.448,14.378,1.42,2371,135,95.6,1.1,BBF-DNS,,0,0,0,0,2010-08-16,2010-08-16,0,염소 ,낙동강,효암천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,3.4,14848,0,2.027,민간(대행),(주)한가람,21,2014-08-29,2025-08-28,0,0
부산광역시,기장군,기장군,청광,부산광역시 기장군 일광면 청광리139-1 ,50,0,0,50,14.6,0,0,14.6,14.6,0,0,14.6,119.7,4.4,71,11.4,113.7,3.8,33.016,6.641,12.548,1.283,2283,127,96.3,1.7,B3,,0,0,0,0,2006-12-18,2006-12-18,0,자외선 ,낙동강,좌광천,동부경남,500톤 미만 50톤 이상,수영강,Ⅰb,0,0,3.9,17201,0,1.483,민간(대행),(주)한가람,21,2014-08-29,2025-08-28,0,0
대구광역시,동구,동구,안심,대구광역시 동구 용계동 828-2 ,47000,0,0,47000,38730,0,0,38730,32891.6,0,0,32891.6,179.5,0.5,88.1,3.3,177.7,0.6,43.27,8.915,4.302,0.038,304314,62,99.7,6931.2,A2O,,0,0,0,0,2002-06-15,2002-06-16,72483,,낙동강,금호강,금호강,500톤 이상(Ⅱ지역),낙동고령,Ⅱ,2.5,32.2,1286.9,5479134,32.2,0.209,공기업,대구공공시설관리공단,3186.9,2023-02-01,2028-01-31,20,0
대구광역시,서구,서구,달서천,대구광역시 서구 비산동 3016 ,400000,0,0,400000,174780.2,0,0,174780.2,174780.2,0,0,174780.2,134.8,1.8,112.2,7.1,243.1,1.2,37.691,8.11,6.096,0.074,0,44,98.7,23254.1,"표준활성슬러지법,A2O",슬러지순환형 초고속응집침전,1167.8,0,1592.1,0,1987-07-12,1987-07-12,198906,오존 ,낙동강,달서천,금호강,500톤 이상(Ⅱ지역),낙동고령,Ⅱ,5,428,8633.7,35832671,428,0.257,공기업,대구공공시설관리공단,17698.7,2023-02-01,2028-01-31,55,0
대구광역시,서구,서구,북부,대구광역시 서구 비산동 3442-3 ,170000,0,0,170000,96999.3,0,0,96999.3,91071.9,0,0,91071.9,201.6,1.3,97.6,3.1,205.6,1.1,50.18,8.509,5.135,0.027,257566,210,99.4,19437.7,"표준활성슬러지법,A2O",,0,0,0,0,1997-12-02,1997-12-02,102627,자외선 ,낙동강,달서천,금호강,500톤 이상(Ⅱ지역),낙동고령,Ⅱ,29.4,1088.7,3704,11420622,1088.7,0.157,공기업,대구공공시설관리공단,6357.1,2023-02-01,2028-01-31,38,0
대구광역시,북구,북구,신천,대구광역시 북구 서변동 1290-4 ,680000,0,0,680000,495488.5,0,0,495488.5,481202.6,0,0,481202.6,183.8,0.7,92.3,3.1,216.6,0.7,38.449,8.643,5.075,0.028,155268,371,99.6,90706.5,"표준활성슬러지법,A2O",,0,0,0,321.6,1993-06-30,1993-06-30,301599,,낙동강,금호강,금호강,500톤 이상(Ⅱ지역),낙동고령,Ⅱ,27.8,3440.1,12367.7,38984940,3440.1,0.102,공기업,대구공공시설관리공단,24506.4,2023-02-01,2028-01-31,49,0
대구광역시,수성구,수성구,지산,대구광역시 수성구 무학로 112 ,33750,0,0,33750,20798.1,0,0,20798.1,19638.1,0,0,19638.1,263.2,0.7,115.2,3.2,276.6,0.7,60.348,7.403,6.235,0.04,409117,59,99.7,5457.6,A2O,,0,0,0,0,2002-06-15,2002-06-15,58894,,낙동강,범어천,금호강,500톤 이상(Ⅱ지역),낙동고령,Ⅱ,0.5,4.2,822.3,3572665,4.2,0.228,공기업,대구공공시설관리공단,2116.1,2023-02-01,2028-01-31,22,0
대구광역시,달서구,달서구,서부,대구광역시 달서구 달서대로 210 대구공공시설관리공단 서부사업소 대구광역시 달서구 대천동 770,520000,0,0,520000,351736.5,0,0,351736.5,335064.8,0,0,335064.8,211,0.8,133.1,3.5,275.8,1.1,50.525,8.144,7.019,0.037,0,163,99.6,73919.5,"표준활성슬러지법,A2O",,951.8,0,0,0,1997-12-15,1997-12-15,265377,,낙동강,대명천,금호강,500톤 이상(Ⅱ지역),낙동고령,Ⅱ,21.8,2265.6,10407.7,35554883,2265.6,0.133,공기업,대구공공시설관리공단,22348.3,2023-02-01,2028-01-31,64,0
대구광역시,달성군,달성군,현풍,대구광역시 달성군 현풍서로 147   ,23000,0,0,23000,31904.7,0,0,31904.7,31486.1,0,0,31486.1,176.3,1.9,100.9,7.7,169.1,1.6,35.883,8.027,3.544,0.033,283503,34,98.9,5562.9,A2O,,0,0,0,0,2009-08-31,2009-09-01,63251,자외선 ,낙동강,차천,금호강,500톤 이상(Ⅱ지역),낙동고령,Ⅱ,1.9,47,2419.5,10360370,47,0.413,공기업,대구공공시설관리공단,5792.3,2023-02-01,2028-01-31,25,0
대구광역시,달성군,달성군,금포,대구광역시 달성군 논공읍 금포리 1375 ,4200,0,0,4200,860.2,0,0,860.2,865.2,0,0,865.2,206.1,0.4,116,2.8,197.1,1.1,47.293,8.785,5.237,0.031,339593,3,99.8,176.9,"KSMBR,가압부상",,0,0,0,0,2021-11-12,2022-01-01,2760,기타,낙동강,금포천,서부경남,500톤 이상(Ⅱ지역),낙동창녕,Ⅱ,0,0,435.2,1900419,0,2.78,공기업,대구공공시설관리공단,1353.6,2023-02-01,2028-01-31,7,0
대구광역시,달성군,달성군,가창 삼산,대구 달성군 가창면  옥분리 670-9 ,470,0,0,470,318.4,0,0,318.4,318.4,0,0,318.4,112.8,1,40.2,11.6,100.1,0.8,40.459,12.65,3.979,0.721,51810,11,99.1,35.6,HANT,,0,0,0,0,2012-10-30,2012-11-01,6600,,낙동강,신천,금호강,500톤 미만 50톤 이상,금호강,Ⅲ,0,0,37.8,164972,0,0.65,민간(대행),(주)대일환경기술,262.4,2020-05-01,2025-04-30,5,0
대구광역시,달성군,달성군,하빈 현내,달성군 하빈면 현내리 769-3번지 ,170,0,0,170,117.9,0,0,117.9,117.9,0,0,117.9,123.3,1.5,38.3,9.9,99.6,1.4,41.007,14.53,4.162,1.292,36529,15,98.8,14.4,HANT,,0,0,0,0,2008-12-20,2008-12-20,2851,,낙동강,낙동강,금호강,500톤 미만 50톤 이상,낙동고령,Ⅱ,0,0,11.8,51686,0,0.55,민간(대행),(주)대일환경기술,0,2020-05-01,2025-04-30,0,0
대구광역시,달성군,달성군,다사 이천,달성군 다사읍 이천리 산22번지 ,100,0,0,100,56,0,0,56,56,0,0,56,60.9,2,27.1,8.1,54.7,1.9,25.719,9.182,2.488,0.828,12102,38,96.7,3.3,BSTS-II,,0,0,0,0,2005-01-07,2005-01-07,402,,낙동강,금호강,금호강,500톤 미만 50톤 이상,낙동고령,Ⅱ,0,0,2.4,10655,0,0.239,민간(대행),(주)대일환경기술,0,2020-05-01,2025-04-30,0,0
대구광역시,달성군,달성군,옥포 기세,달성군 옥포면 기세리 434번지 외 3필지 ,90,0,0,90,53.1,0,0,53.1,53.1,0,0,53.1,98.4,2.4,39.6,10.4,93.4,2.1,34.535,12.321,3.579,1.136,28560,49,97.6,5.1,SMACO,,0,0,0,0,2006-06-29,2006-06-29,1200,,낙동강,기세곡천,금호강,500톤 미만 50톤 이상,낙동고령,Ⅱ,0,0,8.7,37849,0,0.895,민간(대행),(주)대일환경기술,0,2020-05-01,2025-04-30,0,0
대구광역시,달성군,달성군,다사 달천,달성군 다사읍 달천리 359-1번지 ,80,0,0,80,45.9,0,0,45.9,45.9,0,0,45.9,69.8,1.8,27.2,8.1,59.1,1.5,26.306,9.09,2.649,0.868,10615,52,97.4,3.1,BSTS-II,,0,0,0,0,2005-01-07,2005-01-07,312,,낙동강,금호강,금호강,500톤 미만 50톤 이상,낙동고령,Ⅱ,0,0,3.4,14669,0,0.401,민간(대행),(주)대일환경기술,0,2020-05-01,2025-04-30,0,0
대구광역시,달성군,달성군,다사 박곡,달성군 다사읍 박곡리 417번지 ,75,0,0,75,46.4,0,0,46.4,46.4,0,0,46.4,105.7,4.6,34.6,10.7,97.6,4,34.063,14.359,3.615,1.376,36277,63,95.6,4.7,BSTS-II,,0,0,0,0,2005-01-07,2005-01-07,301,,낙동강,금호강,금호강,500톤 미만 50톤 이상,낙동고령,Ⅱ,0,0,11.4,49676,0,1.344,민간(대행),(주)대일환경기술,0,2020-05-01,2025-04-30,0,0
대구광역시,달성군,달성군,구지 오설,달성군 구지면 오설리 457-1번지 ,55,0,0,55,30.7,0,0,30.7,30.7,0,0,30.7,39,1.3,21.6,7.9,34.8,1.2,20.234,7.92,1.923,0.722,4529,55,96.7,1.2,HANT,,0,0,0,0,2005-02-27,2005-02-27,497,,낙동강,낙동강,금호강,500톤 미만 50톤 이상,낙동고령,Ⅱ,0,0,1.3,5494,0,0.225,민간(대행),(주)대일환경기술,0,2020-05-01,2025-04-30,0,0
