시도,구군,행정구역명,시설명,소재지,시설용량,물리적 용량,생물학적 용량,고도 용량,유입하수량,물리적 유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,물리적 방류량,생물학적 방류량,고도 방류량,유입_생화학적 산소요구량(BOD),방류_생화학적 산소요구량(BOD),유입_총유기탄소(TOC),방류_총유기탄소(TOC),유입_부유물질량(SS),방류_부유물질량(SS),유입_총질소(T-N),방류_총질소(T-N),유입_총인(T-P),방류_총인(T-P),유입총대장균군수,방류총대장균군수,처리효율,처리부하량,처리방법,적용신기술,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,준공일,가동개시일,사업비(백만원),방류수소독방법,수계,지류,세부단위구역,지역구분,명칭,목표수질_생화학적 산소요구량(BOD),에너지자립율,에너지자체생산량,연간 총 에너지 사용량_계_(TOE),연간 총 에너지 사용량_총 전력사용량(kWh),연간 총 에너지 사용량_자체 에너지사용량(TOE),하수처리량당 이산화탄소(CO2)배출량,운영주체,위탁 업체명,위탁비용,위탁계약기간(시작),위탁계약기간(종료),직원총수(명),안전사고건수
전라남도,고흥군,고흥군,과역 내백,전라남도 고흥군 과역면 백일리 산473 ,50,0,0,50,33.2,0,0,33.2,32.9,0,0,32.9,143.9,3.4,55.3,6.2,146.8,3.1,40.702,10.867,5.148,0.881,150370,54,97.6,4.7,APB-SBR,,0,0,0,0,2019-12-12,2020-01-16,1811,자외선 ,섬진강,섬진강,남해서부,500톤 미만 50톤 이상,섬진강서남해,Ⅰb,0,0,9.7,42576,0,1.622,민간(대행),㈜에코비트워터,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,남양 선정,전라남도 고흥군 남양면 월정리 689 ,50,0,0,50,41.3,0,0,41.3,41.3,0,0,41.3,142.8,3.5,58.7,5.7,175.8,3.4,40.27,11.213,5.261,0.868,149615,53,97.5,5.8,JASSFR,,0,0,0,0,2019-12-12,2020-01-16,2358,자외선 ,섬진강,섬진강,남해서부,500톤 미만 50톤 이상,이사천,Ⅰa,0,0,5.5,23829,0,0.724,민간(대행),㈜에코비트워터,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,대서 송림,전라남도 고흥군 대서면 송림리 643-1 ,50,0,0,50,38.6,0,0,38.6,38.6,0,0,38.6,140.9,3.3,52.5,5.7,165,3.3,40.547,11.084,5.308,0.868,150385,56,97.7,5.3,분리막,,0,0,0,0,2009-06-01,2009-06-01,1504,기타,섬진강,,남해서부,500톤 미만 50톤 이상,섬진강서남해,Ⅰb,0,0,9.8,42726,0,1.391,민간(대행),㈜에코비트워터,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,대서 장선,전라남도 고흥군 대서면 안남리 1601-1 ,50,0,0,50,37.9,0,0,37.9,37.9,0,0,37.9,149.4,3.2,56.6,5.4,167.6,2.8,41.431,11.292,5.365,0.891,149038,55,97.9,5.5,JASSFR,,0,0,0,0,2019-12-12,2020-01-16,2313,기타,섬진강,섬진강,남해서부,500톤 미만 50톤 이상,섬진강서남해,Ⅰb,0,0,20.8,90961,0,3.013,민간(대행),㈜에코비트워터,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,도양 장수,전라남도 고흥군 장계리 565-1 ,50,0,0,50,38,0,0,38,38,0,0,38,141.7,3.2,56,5.4,153.1,2.8,39.895,11.365,5.178,0.871,153774,56,97.7,5.3,HANT,,0,0,0,0,2020-11-25,2021-12-17,3083,,섬진강,,남해서부,500톤 미만 50톤 이상,섬진강서남해,Ⅰb,0,0,13,56954,0,1.883,민간(대행),㈜에코비트워터,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,두원 금성,두원면 용반리 산11-1 ,50,0,0,50,36.6,0,0,36.6,36.5,0,0,36.5,134.3,6.1,35.8,8.5,135.8,6.3,52.821,14.683,4.284,1.409,139491,142,95.5,4.7,FNR,,0,0,0,0,2009-02-01,2009-02-01,1200,자외선 ,섬진강,,남해서부,500톤 미만 50톤 이상,금산면,Ⅰb,0,0,6.8,29641,0,1.018,민간(대행),(주)송림,0,2024-04-01,2026-04-30,0,0
전라남도,고흥군,고흥군,두원 풍류,두원면 풍류리 1027 ,50,0,0,50,40.6,0,0,40.6,40.3,0,0,40.3,123.7,5.3,32.8,5.5,129.4,5.4,54.344,14.013,4.467,1.293,130130,105,95.7,4.8,FNR,,0,0,0,0,2009-03-01,2009-03-01,1000,자외선 ,섬진강,,남해서부,500톤 미만 50톤 이상,금산면,Ⅰb,0,0,8.5,37285,0,1.162,민간(대행),(주)송림,0,2024-04-01,2026-04-30,0,0
전라남도,고흥군,고흥군,영남 능정,전라남도 고흥군 영남면 금사리 1423-3 ,50,0,0,50,38.2,0,0,38.2,33.8,0,0,33.8,141.7,6.4,47.4,8.8,127.9,6.4,58.781,15.112,4.922,1.503,174623,154,95.5,5.2,BRC,,0,0,0,0,2021-10-07,2022-01-17,3083,,섬진강,,남해서부,500톤 미만 50톤 이상,이사천,Ⅰa,0,0,8.5,37134,0,1.379,민간(대행),(주)송림,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,영남 양사,전라남도 고흥군 영남면 양사리 448-1 ,50,0,0,50,40.9,0,0,40.9,40.9,0,0,40.9,118.8,6.4,21.4,8.8,102.8,6.6,40.206,14.304,3.069,1.426,112604,158,94.6,4.6,A2O,,0,0,0,0,2018-07-15,2019-10-08,2157,자외선 ,섬진강,섬진강,남해서부,500톤 미만 50톤 이상,이사천,Ⅰa,0,0,10.2,44625,0,1.371,민간(대행),(주)송림,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,포두 상오신오,전라남도 고흥군 포두면 오취리 1037 ,50,0,0,50,40.1,0,0,40.1,34.6,0,0,34.6,145.3,6.6,50.4,12.4,161.6,6.6,69.442,15.216,5.712,1.539,168463,161,95.5,5.6,BRC,,0,0,0,0,2021-12-06,2022-01-17,3083,,섬진강,,남해서부,500톤 미만 50톤 이상,이사천,Ⅰa,0,0,4.5,19447,0,0.706,민간(대행),(주)송림,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,금산 명천,전라남도 고흥군 금산면 신평리 169 ,45,0,0,45,40.6,0,0,40.6,40.6,0,0,40.6,145.6,3.3,50.1,5.6,201.7,3.1,41.641,10.673,5.464,0.893,153333,63,97.7,5.8,JASSFR,,0,0,0,0,2006-10-01,2006-10-01,525,자외선 ,섬진강,,남해서부,50톤 미만,금산면,Ⅰb,0,0,4.6,20196,0,0.625,민간(대행),㈜에코비트워터,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,점암 시목,점암면 장남리 151 ,45,0,0,45,30.7,0,0,30.7,30.4,0,0,30.4,95.8,4.4,22.2,6.1,83.8,3.9,31.073,14.147,4.413,1.263,103667,100,95.4,2.8,KHBNR,,0,0,0,0,2006-05-01,2006-05-01,464,자외선 ,섬진강,,남해서부,50톤 미만,금산면,Ⅰb,0,0,5.1,22361,0,0.922,민간(대행),(주)송림,0,2024-04-01,2026-04-30,0,0
전라남도,고흥군,고흥군,점암 여호,점암면 여호리 83 ,45,0,0,45,30.3,0,0,30.3,30,0,0,30,136.9,5.5,34.6,7.7,104.6,6.4,45.208,14.025,4.572,1.498,168417,130,96,4,분리막,,0,0,0,0,2004-12-01,2004-12-01,600,기타,섬진강,,남해서부,50톤 미만,금산면,Ⅰb,0,0,2.7,11644,0,0.488,민간(대행),(주)송림,0,2024-04-01,2026-04-30,0,0
전라남도,고흥군,고흥군,도덕 동촌,전라남도 고흥군 도덕면 가야리 1489-5 ,40,0,0,40,31.4,0,0,31.4,31.4,0,0,31.4,133.1,3.1,52.6,7,140.6,3.1,41.583,12.114,5.155,0.923,149167,58,97.7,4.1,OAM,,0,0,0,0,2008-09-01,2008-09-01,362,자외선 ,섬진강,,남해서부,50톤 미만,섬진강서남해,Ⅰb,0,0,4,17479,0,0.698,민간(대행),㈜에코비트워터,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,도화 덕산,도화면 덕중리 348-9 ,40,0,0,40,30.4,0,0,30.4,30.2,0,0,30.2,165.6,5.8,11.1,5.5,113.8,6.3,24.613,11.655,2.337,0.992,123750,107,96.5,4.9,FNR,,0,0,0,0,2009-06-01,2009-06-01,250,자외선 ,섬진강,,남해서부,50톤 미만,금산면,Ⅰb,0,0,4.4,19342,0,0.803,민간(대행),(주)송림,0,2018-04-01,2026-04-30,0,0
전라남도,고흥군,고흥군,동강 관덕,전라남도 고흥군 동강면 장덕리 1008-10 ,40,0,40,0,34.6,0,34.6,0,34.6,0,34.6,0,125.7,3.2,58.1,7.2,152.7,3,38.307,9.859,4.74,0.841,151667,57,97.5,4.2,고효율접촉산화법,,0,0,0,0,2002-02-01,2002-02-01,315,자외선 ,섬진강,,남해서부,50톤 미만,이사천,Ⅰa,0,0,5.7,24799,0,0.899,민간(대행),㈜에코비트워터,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,도덕 장전,전라남도 고흥군 도덕면 신양리 789-7 ,30,0,30,0,26.6,0,26.6,0,26.6,0,26.6,0,137.8,3.1,59.7,6.5,154.5,3.3,37.126,10.743,4.818,0.873,139167,54,97.8,3.6,3단접촉폭기,,0,0,0,0,2001-09-01,2001-09-01,562,자외선 ,섬진강,,남해서부,50톤 미만,섬진강서남해,Ⅰb,0,0,4.9,21538,0,1.018,민간(대행),㈜에코비트워터,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,점암 상신,전라남도 고흥군 점암면 신안리 359-8 ,30,0,0,30,21.6,0,0,21.6,21.6,0,0,21.6,127.4,3,52.3,5,158.6,3.3,40.286,11.016,5.185,0.869,152500,54,97.6,2.7,고효율 합병정화조,,0,0,0,0,2000-04-01,2000-04-01,410,자외선 ,섬진강,,남해서부,50톤 미만,섬진강서남해,Ⅰb,0,0,8.4,36529,0,2.125,민간(대행),㈜에코비트워터,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,대서 장전,전라남도 고흥군 대서면 남정리 519-3 ,20,0,0,20,19.5,0,0,19.5,19.5,0,0,19.5,127.4,3.1,46.5,5.8,145.2,2.6,36.327,11.525,4.529,0.863,141667,50,97.6,2.4,OAM,,0,0,0,0,1998-04-01,1998-04-01,234,자외선 ,섬진강,,남해서부,50톤 미만,섬진강서남해,Ⅰb,0,0,4.5,19433,0,1.252,민간(대행),㈜에코비트워터,0,2021-04-01,2024-03-31,0,0
전라남도,고흥군,고흥군,두원 금오,두원면 운대리 535-1 ,20,0,0,20,12.7,0,0,12.7,12.7,0,0,12.7,114.2,3.6,15.2,6.3,115.6,3.4,41.784,14.203,5.087,1.485,135250,97,96.8,1.4,고효율 합병정화조,,0,0,0,0,1999-03-01,1999-03-01,240,자외선 ,섬진강,,남해서부,50톤 미만,금산면,Ⅰb,0,0,4.2,18522,0,1.828,민간(대행),(주)송림,0,2024-04-01,2026-04-30,0,0
전라남도,고흥군,고흥군,풍양 강동,풍양면 풍남리 168-1  ,20,0,0,20,13.1,0,0,13.1,13.1,0,0,13.1,177.7,5.8,21.2,8.1,102.1,6,57.988,13.731,5.908,0.966,141417,128,96.7,2.3,OAM,,0,0,0,0,2006-10-01,2006-10-01,200,자외선 ,섬진강,,남해서부,50톤 미만,금산면,Ⅰb,0,0,3.6,15717,0,1.51,민간(대행),(주)송림,0,2018-04-01,2026-04-30,0,0
전라남도,보성군,보성군,벌교,전라남도 보성군 벌교읍 장양리 1437 ,3200,0,0,3200,2273.6,0,0,2273.6,2153.6,0,0,2153.6,201.3,1.8,90.7,4.1,197.8,2.7,42.798,4.549,4.762,0.717,218486,102,99.1,453.6,ACS,,0,0,0,0,2006-12-31,2007-01-01,17729,자외선 ,섬진강,벌교천,섬진강하류,500톤 이상(Ⅳ지역),섬진강하류,Ⅰb,24.7,48.4,195.8,643492,48.4,0.375,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,보성,전라남도 보성군 보성강로 107-58   ,3000,0,0,3000,2996.7,0,0,2996.7,2904.1,0,0,2904.1,162,1,61.1,6.4,151.9,1,36.49,4.882,3.931,0.038,148989,59,99.4,482.6,산화구변법,,20,74,0,0,2000-06-02,2000-06-03,17646,자외선 ,섬진강,보성강,섬진강하류,500톤 이상(Ⅱ지역),섬진강하류,Ⅰb,24.5,45.2,184.7,609361,45.2,0.263,민간(대행),"(주)송림,코리아엔텍(주)",3496,2022-01-01,2026-12-31,30,0
전라남도,보성군,보성군,회천,전라남도 보성군 회천면 벽교리 830-12 ,1200,0,0,1200,905.7,0,0,905.7,843.1,0,0,843.1,128.3,1.7,46.3,3,115.3,2.9,25.577,3.119,2.787,0.418,127290,74,98.7,114.7,ACS,,0,0,0,0,2006-12-31,2007-01-01,11147,자외선 ,섬진강,회천천,섬진강하류,500톤 이상(Ⅳ지역),섬진강하류,Ⅰb,13.8,15.4,111.6,420131,15.4,0.625,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,득량,득량면 예당리 3073-1번지 ,450,0,0,450,455,0,0,455,445.4,0,0,445.4,137.7,3.7,63.1,5.9,186.5,3.6,38.934,12.017,4.103,1.205,190192,164,97.3,61,PSBR,,0,0,0,0,1999-10-16,2010-05-01,0,,섬진강,예당천,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,23.8,103831,0,0.293,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,복내,복내면 반석 131 ,385,0,0,385,316.4,0,0,316.4,307,0,0,307,88.5,3,43.4,4.5,142.7,3.1,29.752,8.504,3.136,0.962,159981,129,96.6,27,산화구변법,,0,0,0,0,1999-11-01,1999-11-01,4848,,섬진강,복내천,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,15.8,68890,0,0.282,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,조성,조성면 조성리 538-21번지 ,320,0,0,320,478.2,0,0,478.2,350.8,0,0,350.8,124,3.7,54.2,6,166.5,3.5,36.44,10.9,3.753,1.159,212885,196,97,57.5,PSBR,,0,0,0,0,2010-05-01,2010-05-01,0,자외선 ,섬진강,조성천,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,21.3,92903,0,0.332,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,문덕,문덕면 양동 1251 ,230,0,0,230,195.5,0,0,195.5,189.6,0,0,189.6,70.6,2.5,35.9,2.9,120.2,2.7,25.767,6.533,2.781,0.734,100558,81,96.5,13.3,산화구 개량 공법,,0,0,0,0,1999-10-01,1999-10-01,2941,,섬진강,문덕천,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,10.7,46660,0,0.309,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,오봉,득량면 오봉 761-1 ,180,0,0,180,155.5,0,0,155.5,148.7,0,0,148.7,79.7,2.9,37.7,3.7,128.4,3,27.429,9.293,2.813,0.972,140288,99,96.4,11.9,FNR,,0,0,0,0,2008-12-16,2008-12-17,1907,,섬진강,득량천,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,12.3,53783,0,0.454,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,상율,율어면 문양 609-10 ,100,0,0,100,73.8,0,0,73.8,69,0,0,69,81,2.6,39.6,3.3,127.8,2.9,27.643,7.533,3.005,0.797,144173,85,96.8,5.8,CNR,,0,0,0,0,2002-05-22,2002-05-22,326,,섬진강,율어천,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,8.6,37583,0,0.684,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,낙성,벌교읍 낙성 85-12 ,75,0,0,75,63.3,0,0,63.3,60,0,0,60,123.1,3.7,60.7,6.8,180.4,3.6,34.554,10.942,3.681,1.166,210755,198,97,7.6,OAM,,0,0,0,0,2002-07-18,2002-07-18,430,,섬진강,벌교천,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,4.2,18392,0,0.385,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,서당,전라남도 보성군 회천면 서당리 749-12 ,75,0,0,75,102.5,0,0,102.5,96,0,0,96,133.4,3.8,58.4,6.2,175,3.6,37.947,11.558,3.959,1.231,217308,197,97.2,13.3,FNR,,0,0,0,0,2019-05-29,2019-06-11,3200,,섬진강,섬진강,남해서부,500톤 미만 50톤 이상,섬진강서남해,Ⅰb,0,0,11.1,48655,0,0.636,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,웅치 중촌,전라남도 보성군 웅치면 중산리 608-4 ,75,0,0,75,38,0,0,38,35.7,0,0,35.7,86.1,3,47,4.2,145.4,3.1,29.599,6.718,3.108,0.78,160755,125,96.5,3.2,OAM,,0,0,0,0,2004-05-25,2004-05-26,476,,섬진강,주암천,섬진강하류,500톤 미만 50톤 이상,보성강,Ⅰa,0,0,5.6,24607,0,0.866,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,금능,득량면 해평 2267 ,70,0,0,70,4.4,0,0,4.4,3.5,0,0,3.5,94.5,3.2,44.4,4.7,148.6,3.2,30.767,9.861,3.081,1.01,156635,133,96.6,0.4,HANT,,0,0,0,0,2006-12-31,2007-12-01,1500,,섬진강,송곡천,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,9.1,39803,0,14.208,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,석호,겸백면 석호 499-1 ,70,0,0,70,64.9,0,0,64.9,60.9,0,0,60.9,90.3,3.2,42,4.9,146.1,3.2,30.292,9.45,3.195,1.032,178846,146,96.5,5.7,SBR,,0,0,0,0,2004-06-22,2004-06-23,480,,섬진강,보성강,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,3.9,17080,0,0.352,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,미력 도개,전라남도 보성군 미력면 도개리 890-1,65,0,0,65,112.3,0,0,112.3,106.5,0,0,106.5,82.4,3.2,40.6,4.4,142,3.2,27.738,8.989,2.915,0.95,122698,143,96.1,8.9,HBR-II,,0,0,0,0,2013-01-24,2013-01-10,1978,,섬진강,보성강,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,9.8,42843,0,0.505,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,고읍,벌교읍 고읍1513-3 ,60,0,0,60,90.5,0,0,90.5,85.6,0,0,85.6,132.5,3.7,58.8,6.8,184.7,3.9,36.384,11.591,3.798,1.264,227500,217,97.2,11.7,YM접촉산화,,0,0,0,0,2008-11-06,2008-11-07,800,,섬진강,벌교천,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,4.7,20614,0,0.302,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,미력 살래,전라남도 보성군 미력면 용정리 119 ,60,0,0,60,70.1,0,0,70.1,64.9,0,0,64.9,87.6,3,40.6,3.9,148.8,3.3,28.878,8.754,3.079,0.931,148302,129,96.6,5.9,FNR,,0,0,0,0,2017-12-19,2018-01-04,2355,,섬진강,주암천,섬진강하류,500톤 미만 50톤 이상,보성강,Ⅰa,0,0,12,52530,0,1.016,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,하장,전라남도 보성군 벌교읍 장암리 1175-6 ,60,0,0,60,71.4,0,0,71.4,66.7,0,0,66.7,141.4,3.8,66.8,6.7,189.5,3.9,40.403,11.533,4.501,1.288,241509,202,97.3,9.8,BRC,,0,0,0,0,2020-10-28,2020-12-08,3392,,섬진강,섬진강,남해서부,500톤 미만 50톤 이상,이사천,Ⅰa,0,0,11.4,49754,0,0.936,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,덕촌,복내면 유정 460-1 ,50,0,0,50,53.1,0,0,53.1,50.4,0,0,50.4,73.5,2.7,36.5,3.2,116.9,3,24.611,7.726,2.602,0.8,121788,117,96.3,3.8,HANT,,0,0,0,0,2005-08-05,2005-08-06,540,,섬진강,보성강,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,7.9,34446,0,0.857,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,월평,전라남도 보성군 득량면 해평리 2437-12 ,50,0,0,50,122.1,0,0,122.1,115.2,0,0,115.2,83.3,2.7,42.3,3.5,144,3.1,28.695,9.257,3.055,0.985,132192,93,96.8,9.8,현수미생물접촉포기,,0,0,0,0,2018-12-24,2019-01-03,1780,,섬진강,득량천,남해서부,500톤 미만 50톤 이상,섬진강서남해,Ⅰb,0,0,11.1,48579,0,0.529,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,평촌,벌교읍 전동 1404-4 ,50,0,0,50,43.5,0,0,43.5,40.5,0,0,40.5,90,3.4,44.6,4.8,144.6,3.3,29.283,9.821,3.05,1.069,174423,170,96.2,3.8,KSBNR,,0,0,0,0,1999-05-04,1999-05-10,160,,섬진강,벌교천,섬진강하류,500톤 미만 50톤 이상,섬진강하류,Ⅰb,0,0,3.8,16603,0,0.515,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,보성 평촌,전라남도 보성군 보성읍 쾌상리 796-6 ,45,0,0,45,66.5,0,0,66.5,61.8,0,0,61.8,75.4,3.2,38,4,136.3,3.4,28.131,8.354,2.887,0.967,165385,148,95.8,4.8,현수미생물접촉포기,,0,0,0,0,2019-02-27,2019-02-28,2140,,섬진강,주암천,섬진강하류,50톤 미만,주암댐,Ⅰa,0,0,9.1,39682,0,0.806,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,다전,득량면 송곡 1256-10 ,40,0,40,0,11.8,0,11.8,0,9.9,0,9.9,0,68.5,2.7,35,3.2,98.8,3.1,23.254,6.897,2.522,0.666,94667,77,96.1,0.8,유속완화증가폭기,,0,0,0,0,1999-05-30,1999-05-30,524,,섬진강,송곡천,섬진강하류,50톤 미만,섬진강하류,Ⅰb,0,0,3.1,13416,0,1.696,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,동암,보성읍 쾌상리 102-2 ,40,0,0,40,23.8,0,0,23.8,21.7,0,0,21.7,81.2,3.4,37.2,4,139,3.1,29.765,9.238,3.025,1.027,176429,137,95.8,1.9,OAM,,0,0,0,0,2005-08-11,2005-08-16,440,,섬진강,주암천,섬진강하류,50톤 미만,섬진강하류,Ⅰb,0,0,4.8,21054,0,1.219,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,벌교대포,전라남도 보성군 벌교읍 대포리 139번지,40,0,0,40,27,0,0,27,24.7,0,0,24.7,96.4,3.5,46.1,4.9,172.4,3.7,33.148,11.676,3.441,1.193,207143,139,96.4,2.5,FNR,,0,0,0,0,2015-06-30,2015-07-01,1310,,섬진강,섬진강,섬진강하류,50톤 미만,섬진강하류,Ⅰb,0,0,10.8,47329,0,2.456,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,용추,웅치면 용반리 639-10 ,40,0,0,40,5.8,0,0,5.8,5.2,0,0,5.2,70.4,2.8,35.3,3.6,123.7,3.1,25.788,6.564,2.824,0.771,122769,105,96,0.4,토양식오수정화법,,0,0,0,0,2000-08-06,2006-08-07,220,,섬진강,용반천,섬진강하류,50톤 미만,섬진강하류,Ⅰb,0,0,0.4,1715,0,0.414,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,웅치 삼수,전라남도 보성군 웅치면 봉산리 489-6,40,0,0,40,19.6,0,0,19.6,18.1,0,0,18.1,58.7,2.8,30.6,4.3,127.2,3.3,26.631,9.105,2.929,0.998,138538,133,95.2,1.1,HBR-II,,0,0,0,0,2014-03-26,2014-10-01,1692,,섬진강,용반천,섬진강하류,50톤 미만,섬진강하류,Ⅰb,0,0,5.5,23813,0,1.652,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,원거석,전라남도 보성군 노동면 거석리 1043-2 ,40,0,0,40,46.5,0,0,46.5,43.4,0,0,43.4,99.4,3.5,48.9,5.3,171.8,3.5,31.929,11.764,3.379,1.158,198462,153,96.5,4.5,HBR-II,,0,0,0,0,2020-05-11,2020-06-11,2559,,섬진강,광곡천,섬진강하류,50톤 미만,주암댐,Ⅰa,0,0,9.3,40534,0,1.173,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,중촌,조성면 대곡리 541-2 ,40,0,0,40,34,0,0,34,31.4,0,0,31.4,82.7,3.4,39.3,4,152.8,3.5,29.442,9.428,3.015,0.975,157692,149,95.9,2.7,바이오필터,,0,0,0,0,2002-08-05,2002-08-07,140,,섬진강,용반천,섬진강하류,50톤 미만,섬진강하류,Ⅰb,0,0,1.3,5808,0,0.232,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,화전,노동면 광곡 586-1 ,40,0,0,40,21.7,0,0,21.7,19.8,0,0,19.8,74.7,3.3,36.8,4,113.1,3.1,27.042,8.406,2.904,0.997,150714,132,95.6,1.5,폐비닐여재 이용공법,,0,0,0,0,2001-02-22,2001-02-22,176,,섬진강,보성강,섬진강하류,50톤 미만,섬진강하류,Ⅰb,0,0,2.4,10311,0,0.652,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,금산,벌교읍 연산 47-1 ,30,0,30,0,23.8,0,23.8,0,22.2,0,22.2,0,152.9,4,47,5.5,177.5,3.9,34.235,12.188,3.519,1.314,203846,192,97.4,3.5,3단접촉폭기,,0,0,0,0,1999-09-20,2000-02-01,150,,섬진강,벌교천,섬진강하류,50톤 미만,섬진강하류,Ⅰb,0,0,0.2,1087,0,0.062,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
전라남도,보성군,보성군,내추,벌교읍 추동리 815-1 ,30,0,0,30,23.8,0,0,23.8,21.8,0,0,21.8,82.1,3.3,39.7,4.1,149.7,3.2,29.33,10.806,3.071,1.045,157692,138,96,1.9,토양피복형접촉산화,,0,0,0,0,1998-02-27,1998-03-01,118,,섬진강,벌교천,섬진강하류,50톤 미만,섬진강하류,Ⅰb,0,0,1.6,6851,0,0.394,민간(대행),"(주)송림,코리아엔텍(주)",0,2022-01-01,2026-12-31,0,0
